0,2023-08-04 01:12:18.403574,text_d,120,Mark1,1
0,2023-08-04 01:12:19.396564,text_d,120,mark2,2
0,2023-08-04 01:12:20.755464,movie,120,Mark1,3
0,2023-08-04 01:12:21.687583,movie,120,mark2,4
0,2023-08-04 01:12:22.528475,image,120,Mark1,5
0,2023-08-04 01:12:23.139400,image,120,mark2,4
0,2023-08-04 01:12:24.596574,text_w,120,Mark1,3
0,2023-08-04 01:12:25.374111,text_w,120,mark2,2
0,2023-08-04 01:12:25.994565,text_d,144,Mark1,1
0,2023-08-04 01:12:26.836952,text_d,144,mark2,2
0,2023-08-04 01:12:27.608768,movie,144,Mark1,3
0,2023-08-04 01:12:28.226552,movie,144,mark2,4
0,2023-08-04 01:12:32.020770,image,144,Mark1,5
0,2023-08-04 01:12:33.917509,image,144,mark2,4
0,2023-08-04 01:12:35.249326,text_w,144,Mark1,3
0,2023-08-04 01:12:36.198517,text_w,144,mark2,2
0,2023-08-04 01:12:37.013885,text_d,60,Mark1,1
0,2023-08-04 01:12:37.758666,text_d,60,mark2,2
0,2023-08-04 01:12:38.524688,movie,60,Mark1,3
0,2023-08-04 01:12:39.355909,movie,60,mark2,4
0,2023-08-04 01:12:40.357403,image,60,Mark1,2
0,2023-08-04 01:12:41.082616,image,60,mark2,1
0,2023-08-04 01:12:41.780833,text_w,60,Mark1,3
0,2023-08-04 01:12:42.364315,text_w,60,mark2,5
0,2023-08-04 01:12:43.329591,text_d,240,Mark1,1
0,2023-08-04 01:12:44.981444,text_d,240,mark2,2
0,2023-08-04 01:12:45.709421,movie,240,Mark1,3
0,2023-08-04 01:12:46.449596,movie,240,mark2,4
0,2023-08-04 01:12:47.341279,image,240,Mark1,5
0,2023-08-04 01:12:48.116713,image,240,mark2,4
0,2023-08-04 01:12:48.760610,text_w,240,Mark1,2
0,2023-08-04 01:12:49.330271,text_w,240,mark2,1
0,2023-08-04 02:27:07.394886,text_w,144,mark2,1
0,2023-08-04 02:27:16.859372,text_w,144,Mark1,2
0,2023-08-04 02:38:42.286574,movie,60,mark2,3
0,2023-08-04 05:51:08.860655,movie,144,mark2,3
0,2023-08-04 05:51:13.654622,movie,144,Mark1,1
0,2023-08-04 05:51:14.540882,image,144,mark2,2
0,2023-08-04 05:51:16.402361,image,144,Mark1,2
0,2023-08-04 05:51:16.845723,text_d,144,mark2,1
0,2023-08-04 05:51:17.616351,text_d,144,Mark1,2
0,2023-08-04 05:51:18.293459,text_w,144,mark2,1
0,2023-08-04 05:51:19.621825,text_w,144,Mark1,1
0,2023-08-04 05:51:20.411314,movie,120,mark2,2
0,2023-08-04 05:51:21.215042,movie,120,Mark1,1
0,2023-08-04 05:51:22.476859,image,120,mark2,1
0,2023-08-04 05:51:24.832940,image,120,Mark1,1
0,2023-08-04 05:51:26.750506,text_d,120,mark2,1
0,2023-08-04 05:51:27.360953,text_d,120,Mark1,1
0,2023-08-04 05:51:27.825737,text_w,120,mark2,1
0,2023-08-04 05:51:28.802546,text_w,120,Mark1,1
0,2023-08-04 05:51:30.565611,movie,60,mark2,3
0,2023-08-04 05:51:31.430028,movie,60,Mark1,2
0,2023-08-04 05:51:31.882936,image,60,mark2,1
0,2023-08-04 05:51:32.695529,image,60,Mark1,1
0,2023-08-04 05:51:33.584947,text_d,60,mark2,1
0,2023-08-04 05:51:35.449620,text_d,60,Mark1,2
0,2023-08-04 05:51:36.170645,text_w,60,mark2,1
0,2023-08-04 05:51:36.865750,text_w,60,Mark1,1
0,2023-08-04 05:51:37.512558,movie,240,mark2,1
0,2023-08-04 05:51:38.037922,movie,240,Mark1,1
0,2023-08-04 05:51:38.734070,image,240,mark2,1
0,2023-08-04 05:51:39.261378,image,240,Mark1,1
0,2023-08-04 05:51:39.499099,text_d,240,mark2,1
0,2023-08-04 05:51:39.731342,text_d,240,Mark1,1
0,2023-08-04 05:51:40.021672,text_w,240,mark2,2
0,2023-08-04 05:51:40.064765,text_w,240,Mark1,1
0,2023-08-04 05:52:19.013357,text_d,120,Mark1,1
0,2023-08-04 05:52:23.352133,text_d,120,mark2,2
0,2023-08-04 05:52:29.663783,image,120,Mark1,1
0,2023-08-04 05:52:35.999994,image,120,mark2,2
0,2023-08-04 05:53:08.695029,text_w,120,Mark1,2
0,2023-08-04 05:53:21.081681,text_w,120,mark2,1
0,2023-08-04 05:53:26.969743,movie,120,Mark1,2
0,2023-08-04 05:53:36.597062,movie,120,mark2,3
